xevawA	xevawA	iic.		
arWa	arWa	iic.		
cikIrRayA	cikIrRA	f. sg. i.		
viswara	viswara	iic.		
jFaH	jFa	m. sg. nom.		
xivya	xivya	iic.		
mAnuRa	mAnuRa	iic.		
samBavam	samBava	m. sg. acc.		
bahu	bahu	iic.		
mawam	mawa	n. sg. nom.	man	pp.
Xarma	Xarma	iic.		
AwmA	Awman	m. sg. nom.		
prajA	prajA	iic.		
kAmaH	kAma	m. sg. nom.		
sagara	sagara	iic.		
pawnI	pawnI	f. sg. nom.		
sawya	sawya	iic.		
vAxinI	vAxin	f. sg. nom.		
sumawi	sumawi	iic.		
saFjFiwA	saFjFiwa	f. sg. nom.		
parama	parama	iic.		
prIwe	prIwa	f. du. nom.	prI	pp.
kqwa	kqwa	iic.	kq	pp.
aFjali	aFjali	iic.		
pute	puta	f. du. nom.		
vaMSa	vaMSa	iic.		
karaH	kara	m. sg. nom.		
mahA	mahaw	iic.		
balAH	bala	m. pl. nom.		
vaMSa	vaMSa	iic.		
karam	kara	m. sg. acc.		
nqpa	nqpa	iic.		
sanniXO	sanniXi	m. sg. loc.		
puwra	puwra	iic.		
sahasrANi	sahasra	n. pl. acc.		
suparNa	suparNa	iic.		
BaginI	BaginI	f. sg. nom.		
rUpa	rUpa	iic.		
yOvana	yOvana	iic.		
SAlinaH	SAlin	m. pl. nom.		
parama	parama	iic.		
prIwaH	prIwa	m. sg. nom.	prI	pp.
wuraga	wuraga	iic.		
sanxarSaH	sanxarSa	m. sg. nom.		
puruRa	puruRa	iic.		
vyAGra	vyAGra	m. sg. voc.		
vajra	vajra	iic.		
sparSa	sparSa	iic.		
samEH	sama	m. pl. i.		
sagara	sagara	iic.		
AwmajEH	Awmaja	m. pl. i.		
xeva	xeva	iic.		
xAnava	xAnava	iic.		
rakRAMsi	rakRas	n. pl. nom.		
piSAca	piSAca	iic.		
uraga	uraga	iic.		
kinnarAH	kinnara	m. pl. nom.		
parvawa	parvawa	iic.		
upamam	upama	m. sg. acc.		
puwra	puwra	iic.		
sahasrANi	sahasra	n. pl. nom.		
raGu	raGu	iic.		
SreRTa	SreRTa	m. sg. voc.		
hima	hima	iic.		
pANduram	pANdura	m. sg. acc.		
puwra	puwra	iic.		
sahasrANi	sahasra	n. pl. nom.		
vasuXA	vasuXA	iic.		
walam	wala	n. sg. acc.		
xEwya	xEwya	iic.		
xAnava	xAnava	iic.		
rakRoBiH	rakRas	n. pl. i.		
piSAca	piSAca	iic.		
pawaga	pawaga	iic.		
uragEH	uraga	m. pl. i.		
anila	anila	iic.		
upamam	upama	m. sg. acc.		
puwra	puwra	iic.		
sahasrANi	sahasra	n. pl. acc.		
svarga	svarga	iic.		
lokam	loka	m. sg. acc.		
parama	parama	iic.		
XArmikaH	XArmika	m. sg. nom.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
prajA	prajA	iic.		
kAmaH	kAma	m. sg. nom.		
varRa	varRa	iic.		
sahasrANi	sahasra	n. pl. acc.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
sarva	sarva	iic.		
loka	loka	iic.		
piwAmaham	piwAmaha	m. sg. acc.		
saMvawsara	saMvawsara	iic.		
gaNAn	gaNa	m. pl. acc.		
nagara	nagara	iic.		
AkArEH	AkAra	m. pl. i.		
gaja	gaja	iic.		
varEH	vara	m. pl. i.		
qRi	qRi	iic.		
gaNa	gaNa	iic.		
ganXarvAH	ganXarva	m. pl. nom.		
vasuXA	vasuXA	iic.		
wala	wala	iic.		
vAsinaH	vAsin	m. pl. nom.		
Bava	Bava	iic.		
afga	afga	iic.		
pawiwam	pawiwa	n. sg. acc.	paw	pp.
sarva	sarva	iic.		
pApa	pApa	iic.		
vinASinI	vinASin	f. sg. nom.		
sarva	sarva	iic.		
loka	loka	iic.		
praBuH	praBu	m. sg. nom.		
puruRa	puruRa	iic.		
vyAGra	vyAGra	m. sg. voc.		
puNya	puNya	iic.		
PalaH	Pala	m. sg. nom.		
gafgA	gafgA	iic.		
avawaraNam	avawaraNa	n. sg. nom.		
haya	haya	iic.		
SreRTaH	SreRTa	m. sg. nom.		
maNi	maNi	iic.		
rawnam	rawna	n. sg. nom.		
gAwra	gAwra	iic.		
saMvAhanEH	saMvAhana	n. pl. i.		
Srama	Srama	iic.		
apanayanEH	apanayana	n. pl. i.		
SiraH	Siras	iic.		
sWAne	sWAna	n. sg. loc.		
SarIra	SarIra	iic.		
vivaram	vivara	n. sg. acc.		
nara	nara	iic.		
vyAGra	vyAGra	m. sg. voc.		
parama	parama	iic.		
XArmikaH	XArmika	m. sg. nom.		
gaja	gaja	iic.		
siMha	siMha	iic.		
gawI	gawi	m. du. nom.		
SArxUla	SArxUla	iic.		
vqRaBa	vqRaBa	iic.		
upamO	upama	m. du. nom.		
xaSaraWa	xaSaraWa	iic.		
AwmajaH	Awmaja	m. sg. nom.		
meRa	meRa	iic.		
vqRaNaH	vqRaNa	m. sg. nom.		
xeSa	xeSa	iic.		
nivAsinAm	nivAsin	m. pl. g.		
gaja	gaja	iic.		
siMha	siMha	iic.		
gawI	gawi	m. du. nom.		
SArxUla	SArxUla	iic.		
vqRaBa	vqRaBa	iic.		
upamO	upama	m. du. nom.		
ASrama	ASrama	iic.		
paxam	paxa	m. sg. acc.		
puRpa	puRpa	iic.		
Pala	Pala	iic.		
xrumam	xruma	m. sg. acc.		
Pala	Pala	iic.		
mUla	mUla	iic.		
aSanEH	aSana	m. pl. i.		
jiwa	jiwa	iic.	ji	pp.
roREH	roRa	m. pl. i.		
jiwa	jiwa	iic.	ji	pp.
inxriyEH	inxriya	m. pl. i.		
ASrama	ASrama	iic.		
paxam	paxa	m. sg. acc.		
brahma	brahman	iic.		
lokam	loka	m. sg. acc.		
muni	muni	iic.		
sawwama	sawwama	m. sg. voc.		
rawna	rawna	iic.		
hArI	hArin	m. sg. nom.		
muni	muni	iic.		
sawwamaH	sawwama	m. sg. nom.		
xeSa	xeSa	iic.		
jAwAnAm	jAwa	m. pl. g.	jan	pp.
kula	kula	iic.		
jAnAm	ja	m. pl. g.		
mahA	mahaw	iic.		
ojasAm	ojas	m. pl. g.		
parama	parama	iic.		
ojasam	ojas	m. sg. acc.		
hawa	hawa	iic.	han	pp.
puwra	puwra	iic.		
balaH	bala	m. sg. nom.		
lUna	lUna	iic.	lU	pp.
pakRaH	pakRa	m. sg. nom.		
mahA	mahaw	iic.		
qRiRu	qRi	m. pl. loc.		
qRi	qRi	iic.		
sawwamam	sawwama	m. sg. acc.		
Sakwi	Sakwi	iic.		
xvayam	xvaya	n. sg. acc.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
mahA	mahaw	iic.		
wapAH	wapas	m. sg. nom.		
kRawriya	kRawriya	iic.		
balam	bala	n. sg. nom.		
brahma	brahman	iic.		
wejaH	wejas	iic.		
balam	bala	n. sg. nom.		
Pala	Pala	iic.		
mUla	mUla	iic.		
aSanaH	aSana	m. sg. nom.		
parama	parama	iic.		
AwmavAn	Awmavaw	m. sg. nom.		
sva	sva	iic.		
SarIreNa	SarIra	n. sg. i.		
qRi	qRi	iic.		
puwra	puwra	iic.		
Sawam	Sawa	n. sg. nom.		
nIla	nIla	iic.		
vaswra	vaswra	iic.		
XaraH	Xara	m. sg. nom.		
Xvaswa	Xvaswa	iic.	XvaMs	pp.
mUrXajaH	mUrXaja	m. sg. nom.		
parama	parama	iic.		
AwmavAn	Awmavaw	m. sg. nom.		
muni	muni	iic.		
pufgava	pufgava	m. sg. voc.		
brahma	brahman	iic.		
vAxinAm	vAxin	m. pl. g.		
sura	sura	iic.		
qRayaH	qRi	m. pl. nom.		
kAla	kAla	iic.		
pASena	pASa	m. sg. i.		
vEvasvawa	vEvasvawa	iic.		
kRayam	kRaya	m. sg. acc.		
xeva	xeva	iic.		
loka	loka	iic.		
jigIRayA	jigIRA	f. sg. i.		
sva	sva	iic.		
SarIreNa	SarIra	n. sg. i.		
xeva	xeva	iic.		
lokam	loka	m. sg. acc.		
kuSika	kuSika	iic.		
xAyAxaH	xAyAxa	m. sg. nom.		
parama	parama	iic.		
kopanaH	kopana	m. sg. nom.		
BAga	BAga	iic.		
arWam	arWa	m. sg. acc.		
sarva	sarva	iic.		
xevawAH	xevawA	f. pl. nom.		
muni	muni	iic.		
SreRTa	SreRTa	m. sg. voc.		
wapaH	wapas	iic.		
vanam	vana	n. sg. nom.		
ayoXyA	ayoXyA	iic.		
aXipawiH	aXipawi	m. sg. nom.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
mahA	mahaw	iic.		
yaSAH	yaSas	m. sg. nom.		
sukqwa	sukqwa	iic.		
karmANaH	karman	m. pl. nom.		
Xarma	Xarma	iic.		
parAyaNAH	parAyaNa	m. pl. nom.		
Sva	Svan	iic.		
mAMsa	mAMsa	iic.		
BojinaH	Bojin	m. pl. nom.		
rAja	rAjan	iic.		
siMham	siMha	m. sg. acc.		
nara	nara	iic.		
SreRTa	SreRTa	m. sg. voc.		
xaSa	xaSan	iic.		
varRa	varRa	iic.		
SawAni	Sawa	n. pl. acc.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
kuSika	kuSika	iic.		
AwmajaH	Awmaja	m. sg. nom.		
wapaH	wapas	iic.		
apaharaNam	apaharaNa	n. sg. nom.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
wapaH	wapas	iic.		
apaharaNe	apaharaNa	n. sg. loc.		
parama	parama	iic.		
xuRkaram	xuRkara	n. sg. acc.		
kqwa	kqwa	iic.	kq	pp.
kAmaH	kAma	m. sg. nom.		
muni	muni	iic.		
SreRTaH	SreRTa	m. sg. nom.		
karma	karman	iic.		
kAlaH	kAla	m. sg. nom.		
muni	muni	iic.		
SreRTa	SreRTa	m. sg. voc.		
ravi	ravi	iic.		
maNdalam	maNdala	n. sg. nom.		
muni	muni	iic.		
pufgava	pufgava	m. sg. voc.		
parama	parama	iic.		
kopena	kopa	m. sg. i.		
muni	muni	iic.		
pufgava	pufgava	m. sg. voc.		
parama	parama	iic.		
prIwAH	prIwa	m. pl. nom.	prI	pp.
cawuH	cawur	iic.		
afga	afga	iic.		
balam	bala	n. sg. acc.		
sura	sura	iic.		
gaNAH	gaNa	m. pl. nom.		
nara	nara	iic.		
SreRTaH	SreRTa	m. sg. nom.		
mahA	mahaw	iic.		
yaSAH	yaSas	m. sg. nom.		
kuSika	kuSika	iic.		
puwreNa	puwra	m. sg. i.		
kOsalyA	kOsalyA	iic.		
Ananxa	Ananxa	iic.		
varXanaH	varXana	m. sg. nom.		
xIrGa	xIrGa	iic.		
AyuH	Ayus	m. sg. nom.		
muni	muni	iic.		
gaNAH	gaNa	m. pl. nom.		
paraspara	paraspara	iic.		
samAgame	samAgama	m. sg. loc.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
yayAwi	yayAwi	iic.		
jaH	ja	m. sg. nom.		
rAma	rAma	iic.		
lakRmaNO	lakRmaNa	m. du. nom.		
ikRvAku	ikRvAku	iic.		
kula	kula	iic.		
jAwAnAm	jAwa	m. pl. g.	jan	pp.
sawya	sawya	iic.		
vAxinAm	vAxin	m. pl. g.		
parama	parama	iic.		
Xarma	Xarma	iic.		
AwmA	Awman	m. sg. nom.		
sarva	sarva	iic.		
sawwvavawAm	sawwvavaw	m. pl. g.		
miWi	miWi	iic.		
puwrakaH	puwraka	m. sg. nom.		
rUpa	rUpa	iic.		
yOvana	yOvana	iic.		
SAlinaH	SAlin	m. pl. nom.		
apsaraH	apsaras	iic.		
safGAH	safGa	m. pl. nom.		
Basma	Basman	iic.		
CannA	Canna	f. sg. nom.	Cax	pp.
BIma	BIma	iic.		
safkASam	safkASa	m. sg. acc.		
jatA	jatA	iic.		
maNdala	maNdala	iic.		
XAriNam	XArin	m. sg. acc.		
vasiRTa	vasiRTa	iic.		
pramuKAH	pramuKa	m. pl. nom.		
japa	japa	iic.		
homa	homa	iic.		
parAyaNAH	parAyaNa	m. pl. nom.		
svAXyAya	svAXyAya	iic.		
vrawa	vrawa	iic.		
SAlinAm	SAlin	m. pl. g.		
sura	sura	iic.		
uwwamEH	uwwama	m. pl. i.		
BIma	BIma	iic.		
parAkramam	parAkrama	n. sg. nom.		
para	para	iic.		
puraFjayam	puraFjaya	n. sg. nom.		
puNya	puNya	iic.		
karmaNe	karman	m. sg. dat.		
kamala	kamala	iic.		
pawwra	pawwra	iic.		
akRam	akRa	m. sg. acc.		
rAja	rAjan	iic.		
praveSa	praveSa	iic.		
sumuKEH	sumuKa	m. pl. i.		
mafgala	mafgala	iic.		
vAxiBiH	vAxin	m. pl. i.		
vaXU	vaXU	iic.		
prawigrahe	prawigraha	m. sg. loc.		
rAja	rAjan	iic.		
yoRiwaH	yoRiw	f. pl. nom.		
piwq	piwq	iic.		
kqwAH	kqwa	m. pl. nom.	kq	pp.
puruRa	puruRa	iic.		
qRaBAH	qRaBa	m. pl. nom.		
mahA	mahaw	iic.		
balaH	bala	m. sg. nom.		
Xarma	Xarma	iic.		
arWa	arWa	iic.		
kAma	kAma	iic.		
wawwva	wawwva	iic.		
jFaH	jFa	m. sg. nom.		
vAraNa	vAraNa	iic.		
vAjinAm	vAjin	m. pl. g.		
pArWiva	pArWiva	iic.		
AwmajaH	Awmaja	m. sg. nom.		
Xarma	Xarma	iic.		
BqwAm	Bqw	m. pl. g.		
Xarma	Xarma	iic.		
jFaH	jFa	m. sg. nom.		
sawya	sawya	iic.		
sanXaH	sanXA	m. sg. nom.		
xeva	xeva	iic.		
asura	asura	iic.		
manuRyANAm	manuRya	m. pl. g.		
sarva	sarva	iic.		
aswreRu	aswra	n. pl. loc.		
grAma	grAma	iic.		
arWe	arWa	m. sg. loc.		
puwra	puwra	iic.		
guNEH	guNa	m. pl. i.		
vixiwa	vixiwa	iic.	vix	pp.
AwmanaH	Awman	m. sg. g.		
pOra	pOra	iic.		
jAnapaxaH	jAnapaxa	m. sg. nom.		
inxIvara	inxIvara	iic.		
SyAmam	SyAma	m. sg. acc.		
sarva	sarva	iic.		
Sawru	Sawru	iic.		
nibarhaNam	nibarhaNa	m. sg. acc.		
ukwa	ukwa	iic.	vac	pp.
vacanam	vacana	n. sg. acc.		
harRa	harRa	iic.		
yukwO	yukwa	m. du. nom.	yuj	pp.
xvija	xvija	iic.		
qRaBO	qRaBa	m. du. nom.		
xIrGa	xIrGa	iic.		
bAhum	bAhu	m. sg. acc.		
mahA	mahaw	iic.		
sawwvam	sawwva	m. sg. acc.		
mawwa	mawwa	iic.	max	pp.
mAwafga	mAwafga	iic.		
gAminam	gAmin	m. sg. acc.		
kElAsa	kElAsa	iic.		
Sqfga	Sqfga	iic.		
ABam	ABa	m. sg. acc.		
nara	nara	iic.		
pufgavaH	pufgava	m. sg. nom.		
parama	parama	iic.		
Asanam	Asana	n. sg. acc.		
krawu	krawu	iic.		
SawEH	Sawa	n. pl. i.		
BUri	BUri	iic.		
xakRiNEH	xakRiNA	n. pl. i.		
xeva	xeva	iic.		
qRi	qRi	iic.		
piwq	piwq	iic.		
viprANAm	vipra	m. pl. g.		
mawwa	mawwa	iic.	max	pp.
xvija	xvija	iic.		
gaNam	gaNa	n. sg. nom.		
praPulla	praPulla	iic.		
nalinam	nalina	n. sg. nom.		
prajA	prajA	iic.		
alafkAra	alafkAra	iic.		
BUwam	BUwa	m. sg. acc.	BU	pp.
Ananxa	Ananxa	iic.		
varXanam	varXana	m. sg. acc.		
jana	jana	iic.		
oGam	oGa	m. sg. acc.		
rAja	rAjan	iic.		
kulam	kula	n. sg. acc.		
agrya	agrya	iic.		
veRa	veRa	iic.		
pramaxA	pramaxA	iic.		
jana	jana	iic.		
Akulam	Akula	n. sg. acc.		
mahA	mahaw	iic.		
inxra	inxra	iic.		
veSma	veSman	iic.		
prawimam	prawimA	n. sg. acc.		
nata	nata	iic.		
narwaka	narwaka	iic.		
safGAnAm	safGa	m. pl. g.		
manaH	manas	iic.		
karNa	karNa	iic.		
suKA	suKa	f. sg. nom.		
rAma	rAma	iic.		
aBiReka	aBiReka	iic.		
yukwAH	yukwa	f. pl. acc.	yuj	pp.
kqwa	kqwa	iic.	kq	pp.
puRpa	puRpa	iic.		
upahAraH	upahAra	m. sg. nom.		
XUpa	XUpa	iic.		
ganXa	ganXa	iic.		
aXivAsiwaH	aXivAsiwa	m. sg. nom.		
canxana	canxana	iic.		
woyEH	woya	n. pl. i.		
SiraH	Siras	iic.		
snAwa	snAwa	iic.	snA	pp.
janEH	jana	m. pl. i.		
jiwa	jiwa	iic.	ji	pp.
kroXam	kroXa	m. sg. acc.		
pApa	pApa	iic.		
xarSinyA	xarSin	f. sg. i.		
Xarma	Xarma	iic.		
vAxI	vAxin	m. sg. nom.		
SlakRNa	SlakRNa	iic.		
vAxI	vAxin	m. sg. nom.		
xvija	xvija	iic.		
uwwamEH	uwwama	m. pl. i.		
Sawa	Sawa	iic.		
mAyaH	mAyA	m. sg. nom.		
mahA	mahaw	iic.		
asuraH	asura	m. sg. nom.		
maNi	maNi	iic.		
mukwA	mukwA	iic.		
suvarNAni	suvarNa	n. pl. acc.		
pArWiva	pArWiva	iic.		
qRaBaH	qRaBa	m. sg. nom.		
buxXi	buxXi	iic.		
niScaye	niScaya	m. sg. loc.		
agni	agni	iic.		
SiKAm	SiKA	f. sg. acc.		
swrI	swrI	iic.		
vaSam	vaSa	m. sg. acc.		
manuja	manuja	iic.		
vyAGrAw	vyAGra	m. sg. abl.		
Xarma	Xarma	iic.		
vixaH	vix	m. pl. nom.		
vAla	vAla	iic.		
vyajanam	vyajana	n. sg. nom.		
canxra	canxra	iic.		
maNdala	maNdala	iic.		
safkASam	safkASa	n. sg. nom.		
pANdura	pANdura	iic.		
aSvaH	aSva	m. sg. nom.		
kElAsa	kElAsa	iic.		
saxqSa	saxqSa	iic.		
praBam	praBA	n. sg. acc.		
rAma	rAma	iic.		
veSma	veSman	n. sg. acc.		
Sakra	Sakra	iic.		
veSma	veSman	iic.		
sama	sama	iic.		
praBam	praBA	n. sg. acc.		
hema	heman	iic.		
varcasam	varcas	m. sg. acc.		
kareNu	kareNu	iic.		
SiSu	SiSu	iic.		
kalpEH	kalpa	m. pl. i.		
parama	parama	iic.		
vAjiBiH	vAjin	m. pl. i.		
rAja	rAjan	iic.		
prasAxAw	prasAxa	m. sg. abl.		
vipula	vipula	iic.		
afgam	afga	m. sg. acc.		
Xarma	Xarma	iic.		
AwmA	Awman	m. sg. nom.		
mAwula	mAwula	iic.		
kulAw	kula	n. sg. abl.		
nqpa	nqpa	iic.		
SAsanAw	SAsana	n. sg. abl.		
SIGra	SIGra	iic.		
javEH	java	m. pl. i.		
vacana	vacana	iic.		
kriyA	kriyA	f. sg. nom.		
suhqw	suhqx	iic.		
janasya	jana	m. sg. g.		
Awma	Awman	iic.		
vipawwi	vipawwi	iic.		
SafkayA	SafkA	f. sg. i.		
sawya	sawya	iic.		
prawijFam	prawijFA	m. sg. acc.		
xqRta	xqRta	iic.	xqS	pp.
pUrvam	pUrva	n. sg. acc.		
pawi	pawi	iic.		
pOruRe	pOruRa	n. sg. loc.		
mahA	mahaw	iic.		
naxyAH	naxI	f. sg. g.		
nava	nava	iic.		
amBasA	amBas	n. sg. i.		
kAla	kAla	iic.		
saxqSam	saxqSa	n. sg. acc.		
vacana	vacana	iic.		
kAriNA	kArin	m. sg. i.		
aBiReka	aBiReka	iic.		
nivqwwi	nivqwwi	iic.		
arWe	arWa	m. sg. loc.		
samBAra	samBAra	iic.		
samBramaH	samBrama	m. sg. nom.		
aBiReka	aBiReka	iic.		
nivqwwi	nivqwwi	iic.		
arWEH	arWa	m. pl. i.		
pravAsa	pravAsa	iic.		
arWEH	arWa	m. pl. i.		
wIkRNa	wIkRNa	iic.		
XAreNa	XArA	m. sg. i.		
vixyuw	vixyuw	iic.		
caliwa	caliwa	iic.	cal	pp.
varcasA	varcas	m. sg. i.		
haswi	haswin	iic.		
aSva	aSva	iic.		
nara	nara	iic.		
haswa	haswa	iic.		
uru	uru	iic.		
SiroBiH	Siras	n. pl. i.		
SuBa	SuBa	iic.		
xarSanA	xarSana	f. sg. nom.		
Xarma	Xarma	iic.		
BqwAm	Bqw	m. pl. g.		
parama	parama	iic.		
ArwA	Arwa	f. sg. nom.		
puwra	puwra	iic.		
vawsalA	vawsala	f. sg. nom.		
bARpa	bARpa	iic.		
paryAkula	paryAkula	iic.		
IkRaNA	IkRaNa	f. sg. nom.		
puwra	puwra	iic.		
Soka	Soka	iic.		
ArwA	Arwa	f. sg. nom.		
mahA	mahaw	iic.		
vanAni	vana	n. pl. acc.		
muni	muni	iic.		
veRasya	veRa	m. sg. g.		
mahA	mahaw	iic.		
xvipAH	xvipa	m. pl. nom.		
nq	nq	iic.		
mAMsa	mAMsa	iic.		
BojanAH	Bojana	m. pl. nom.		
sawwva	sawwva	iic.		
jAwayaH	jAwi	f. pl. nom.		
kqRNa	kqRNa	iic.		
meGa	meGa	iic.		
giri	giri	iic.		
praBaH	praBA	m. sg. nom.		
qxXi	qxXi	iic.		
yukwAH	yukwa	m. pl. nom.	yuj	pp.
para	para	iic.		
swavam	swava	m. sg. acc.		
Xarma	Xarma	iic.		
jFaH	jFa	m. sg. nom.		
Xarma	Xarma	iic.		
vawsalaH	vawsala	m. sg. nom.		
jatA	jatA	iic.		
BAraH	BAra	m. sg. nom.		
valkala	valkala	iic.		
ambara	ambara	iic.		
XAriNA	XArin	m. sg. i.		
naxI	naxI	iic.		
nilayanAH	nilayana	m. pl. nom.		
naxI	naxI	iic.		
kutila	kutila	iic.		
gAminaH	gAmin	m. pl. nom.		
vana	vana	iic.		
vAse	vAsa	m. sg. loc.		
vana	vana	iic.		
vAsa	vAsa	iic.		
nimiwwAya	nimiwwa	n. sg. dat.		
kuSa	kuSa	iic.		
kASa	kASa	iic.		
Sara	Sara	iic.		
iRIkAH	iRIkA	f. pl. nom.		
sPatika	sPatika	iic.		
safkASam	safkASa	n. sg. nom.		
sanwApa	sanwApa	iic.		
samBavam	samBava	n. sg. nom.		
sva	sva	iic.		
AhArANi	AhAra	n. pl. nom.		
bahu	bahu	iic.		
puwraH	puwra	m. sg. nom.		
rAja	rAjan	iic.		
puwra	puwra	m. sg. voc.		
mahA	mahaw	iic.		
yaSaH	yaSas	m. sg. voc.		
prAsAxa	prAsAxa	iic.		
harmyANi	harmya	n. pl. acc.		
vimAna	vimAna	iic.		
SiKarANi	SiKara	n. pl. acc.		
salila	salila	iic.		
safkRayAw	safkRaya	m. sg. abl.		
mqga	mqga	iic.		
pakRiNaH	pakRin	m. pl. nom.		
Xarma	Xarma	iic.		
vawsalaH	vawsala	m. sg. nom.		
vana	vana	iic.		
praveSe	praveSa	m. sg. loc.		
kqwa	kqwa	iic.	kq	pp.
buxXi	buxXi	iic.		
niScayaH	niScaya	m. sg. nom.		
rAja	rAjan	iic.		
guNEH	guNa	m. pl. i.		
sawya	sawya	iic.		
vAxI	vAxin	m. sg. nom.		
Xarma	Xarma	iic.		
AwmA	Awman	m. sg. nom.		
sAgara	sAgara	iic.		
upamaH	upama	m. sg. nom.		
nqpa	nqpa	iic.		
AjFayA	AjFA	f. sg. i.		
vana	vana	iic.		
vAsinaH	vAsin	m. sg. g.		
kqwa	kqwa	iic.	kq	pp.
aFjaliH	aFjali	m. sg. nom.		
kqwa	kqwa	iic.	kq	pp.
aFjaliH	aFjali	m. sg. nom.		
jyeRTa	jyeRTa	iic.		
vaSa	vaSa	iic.		
gaH	ga	m. sg. nom.		
sUrya	sUrya	iic.		
safkASam	safkASa	m. sg. acc.		
bala	bala	iic.		
mUrCA	mUrCA	f. sg. nom.		
arka	arka	iic.		
praBA	praBA	f. sg. nom.		
puruRa	puruRa	iic.		
vyAGraH	vyAGra	m. sg. nom.		
xuHKa	xuHKa	iic.		
xam	xa	n. sg. acc.		
mahA	mahaw	iic.		
wejAH	wejas	m. sg. nom.		
gawa	gawa	iic.	gam	pp.
arcIMRi	arcis	n. pl. nom.		
gawa	gawa	iic.	gam	pp.
wejasaH	wejas	m. pl. nom.		
mUDa	mUDa	iic.	muh	pp.
cewasaH	cewas	m. pl. nom.		
xIrGa	xIrGa	iic.		
bAhum	bAhu	m. sg. acc.		
gaja	gaja	iic.		
rAja	rAjan	iic.		
gawiH	gawi	m. sg. nom.		
mahA	mahaw	iic.		
bAhuH	bAhu	m. sg. nom.		
XanuH	Xanus	iic.		
XaraH	Xara	m. sg. nom.		
Pala	Pala	iic.		
mUlEH	mUla	n. pl. i.		
kqwa	kqwa	iic.	kq	pp.
aSanAH	aSana	m. pl. nom.		
sarva	sarva	iic.		
SAswra	SAswra	iic.		
viSAraxam	viSAraxa	m. sg. acc.		
uwwama	uwwama	iic.		
praBaH	praBA	m. sg. nom.		
mahA	mahaw	iic.		
ojase	ojas	m. sg. dat.		
ayoXyA	ayoXyA	iic.		
nilayAnAm	nilaya	m. pl. g.		
mahA	mahaw	iic.		
yaSAH	yaSas	m. sg. nom.		
puNya	puNya	iic.		
lakRaNam	lakRaNa	m. sg. acc.		
viciwra	viciwra	iic.		
kusuma	kusuma	iic.		
ApIdAH	ApIda	m. pl. nom.		
bahu	bahu	iic.		
maFjari	maFjarI	iic.		
XAriNaH	XArin	m. pl. nom.		
mahA	mahaw	iic.		
bAhuH	bAhu	m. sg. nom.		
grAma	grAma	iic.		
saMvAsa	saMvAsa	iic.		
vAsinAm	vAsin	m. pl. g.		
grAma	grAma	iic.		
saMvAsa	saMvAsa	iic.		
vAsinAm	vAsin	m. pl. g.		
haMsa	haMsa	iic.		
mawwa	mawwa	iic.	max	pp.
svaraH	svara	m. sg. nom.		
puruRa	puruRa	iic.		
qRaBaH	qRaBa	m. sg. nom.		
manwra	manwra	iic.		
wapasA	wapas	n. sg. i.		
saxqSa	saxqSa	iic.		
lakRaNaH	lakRaNa	m. sg. nom.		
BAskara	BAskara	iic.		
uxaya	uxaya	iic.		
kAlaH	kAla	m. sg. nom.		
puruRa	puruRa	iic.		
vyAGram	vyAGra	m. sg. acc.		
kRaNa	kRaNa	iic.		
BUwAni	BUwa	n. pl. nom.	BU	pp.
cIra	cIra	iic.		
vasanO	vasana	m. du. nom.		
jatA	jatA	iic.		
maNdala	maNdala	iic.		
XAriNO	XArin	m. du. nom.		
qRi	qRi	iic.		
samO	sama	m. du. nom.		
rAma	rAma	iic.		
lakRmaNO	lakRmaNa	m. du. nom.		
SIGra	SIGra	iic.		
gAm	ga	f. sg. acc.		
parama	parama	iic.		
xuHKa	xuHKa	iic.		
ArwA	Arwa	f. sg. nom.		
Soka	Soka	iic.		
sAgare	sAgara	m. sg. loc.		
mahA	mahaw	iic.		
qRi	qRi	iic.		
seviwaH	seviwa	m. sg. nom.	sev	pp.
suKa	suKa	iic.		
xarSanaH	xarSana	m. sg. nom.		
kuFjara	kuFjara	iic.		
yUWAni	yUWa	n. pl. nom.		
mqga	mqga	iic.		
yUWAni	yUWa	n. pl. nom.		
xroNa	xroNa	iic.		
pramANAni	pramANa	n. pl. acc.		
puruRa	puruRa	iic.		
vyAGram	vyAGra	m. sg. acc.		
xakRiNa	xakRiNa	iic.		
kUla	kUla	iic.		
sWe	sWa	m. sg. loc.		
sva	sva	iic.		
gqham	gqha	n. sg. acc.		
xAna	xAna	iic.		
yajFa	yajFa	iic.		
vivAheRu	vivAha	m. pl. loc.		
xaSaraWa	xaSaraWa	iic.		
swrINAm	swrI	f. pl. g.		
mahA	mahaw	iic.		
bAhuH	bAhu	m. sg. nom.		
ikRvAku	ikRvAku	iic.		
kula	kula	iic.		
nanxanaH	nanxana	m. sg. nom.		
vara	vara	iic.		
