qRaBa	m. sg. voc.		
haTa	iic.		
buxXi	m. sg. nom.		
akarman	iic.		
kqw	m. sg. nom.		
agAra	iic.		
nagara	n. pl. g.		
puruRa	iic.		
hEwuka	f. sg. nom.		
anarWa	iic.		
sixXi	f. sg. acc.		
saMSaya	iic.		
avasWA	m. sg. acc.		
mukwa	iic.	muc	pp.
saMSaya	m. pl. nom.		
kqwa	iic.	kq	pp.
karman	m. sg. nom.		
Xarma	iic.		
niwya	m. sg. acc.		
Xarma	iic.		
xurbala	m. sg. acc.		
Xarma	iic.		
arWa	m. sg. acc.		
kleSa	iic.		
BAj	m. sg. nom.		
arWa	iic.		
arWa	m. sg. acc.		
Xarma	iic.		
arWa	m. du. i.		
Xarma	iic.		
arWa	iic.		
hIna	m. sg. g.	hA	pp.
kAma	iic.		
anwa	m. sg. loc.		
Xarma	iic.		
mUla	m. sg. nom.		
arWa	iic.		
parigraha	m. sg. nom.		
iwarewara	iic.		
yoni	m. du. acc.		
meGa	iic.		
uxaXi	m. du. acc.		
kAma	iic.		
parama	m. sg. nom.		
suKa	iic.		
arWin	m. pl. g.		
vexa	iic.		
XAraNa	n. sg. nom.		
arWa	iic.		
lipsA	f. sg. loc.		
puruRa	iic.		
qRaBa	m. sg. voc.		
sawwva	iic.		
sWa	m. sg. nom.		
sarva	iic.		
pApa	n. pl. abl.		
pOra	iic.		
jAnapaxa	m. pl. nom.		
kuru	iic.		
nanxana	m. sg. voc.		
ari	iic.		
han	m. sg. nom.		
saw	iic.	as	ppr. [2] ac.
aSva	m. sg. nom.		
mahaw	iic.		
guNa	m. sg. acc.		
jIva	iic.		
loka	m. sg. loc.		
kAla	iic.		
banXana	m. sg. nom.		
Awman	iic.		
ja	m. sg. acc.		
mahaw	iic.		
haswin	m. sg. nom.		
brAhmaNa	iic.		
rUpa	m. sg. nom.		
mahaw	iic.		
pApa	n. pl. nom.		
kevala	iic.		
sAhasa	n. sg. abl.		
xroNa	iic.		
puwra	m. sg. nom.		
xroNa	iic.		
puwra	m. sg. abl.		
mahaw	iic.		
wejas	m. sg. nom.		
nArAyaNa	iic.		
sahAyavaw	m. sg. nom.		
cira	iic.		
vAsa	m. sg. nom.		
prIwi	iic.		
janana	m. sg. nom.		
uxvega	iic.		
kAraka	m. sg. nom.		
vIruX	iic.		
oRaXi	iic.		
safkRaya	m. sg. nom.		
Xarma	iic.		
Awman	m. sg. nom.		
xuryoXana	iic.		
vaSa	iic.		
anuga	f. sg. nom.		
SAla	iic.		
skanXa	iic.		
Uru	m. sg. acc.		
puruRa	iic.		
vyAGra	m. sg. nom.		
xIrGa	iic.		
bAhu	m. sg. nom.		
kOrava	iic.		
SArxUla	m. sg. voc.		
axBuwa	iic.		
upama	f. sg. acc.		
sWira	iic.		
manas	m. sg. nom.		
sarva	iic.		
loka	iic.		
mahaw	iic.		
raWa	m. sg. nom.		
Xqwa	iic.	Xq	pp.
niScaya	m. sg. nom.		
mahaw	iic.		
qRi	m. pl. nom.		
axBuwa	iic.		
xarSana	m. sg. acc.		
kAFcana	iic.		
praBA	m. sg. acc.		
xaNda	iic.		
XAra	m. sg. g.		
graswa	iic.	gras	pp.
Xanus	m. sg. nom.		
Kadga	iic.		
pANi	m. sg. nom.		
pANdava	iic.		
SreRTa	m. sg. acc.		
SafKa	iic.		
xunxuBi	iic.		
GoRa	m. pl. nom.		
para	iic.		
vIra	iic.		
han	m. sg. nom.		
jAmbUnaxa	iic.		
vapus	m. sg. nom.		
mahaw	iic.		
arcis	n. sg. i.		
loka	iic.		
anwakqw	m. sg. nom.		
mahaw	iic.		
giri	m. sg. g.		
mahaw	iic.		
bAhu	m. sg. nom.		
kuru	iic.		
nanxana	m. sg. nom.		
kunwI	iic.		
puwra	m. sg. nom.		
labXa	iic.	laB	pp.
aswra	m. sg. nom.		
puruRa	iic.		
qRaBa	m. sg. nom.		
xivya	iic.		
praBAva	m. pl. nom.		
mahaw	iic.		
praBA	f. pl. nom.		
newra	iic.		
muR	m. sg. acc.		
mAyA	iic.		
maya	m. sg. acc.		
inxIvara	iic.		
SyAma	m. sg. acc.		
kanaka	iic.		
BURaNa	m. sg. acc.		
Xarma	iic.		
SIla	m. pl. g.		
puNya	iic.		
karman	m. pl. g.		
Axiwya	iic.		
rUpa	n. sg. i.		
axBuwa	iic.		
karman	n. sg. i.		
axBuwa	iic.		
rUpa	n. pl. acc.		
puNya	iic.		
labXa	f. sg. i.	laB	pp.
wArA	iic.		
rUpa	n. pl. nom.		
sUrya	iic.		
jvalana	iic.		
wejas	m. pl. g.		
puNya	iic.		
ganXin	m. pl. g.		
apsaras	iic.		
gaNa	iic.		
seviwa	n. sg. acc.	sev	pp.
heman	iic.		
xaNda	m. sg. i.		
jyA	iic.		
Sara	iic.		
kRepa	iic.		
kaTina	m. du. acc.		
parama	iic.		
valgu	n. sg. i.		
gqhIwa	iic.	grah	pp.
aswra	m. sg. nom.		
puranxara	iic.		
niyoga	m. sg. abl.		
paFcan	iic.		
abxa	m. sg. acc.		
arXa	iic.		
Asana	iic.		
gawa	m. sg. acc.	gam	pp.
nara	iic.		
nArAyaNa	m. du. nom.		
qRi	iic.		
sawwama	m. du. nom.		
gqhIwa	iic.	grah	pp.
aswra	m. sg. nom.		
mahaw	iic.		
bAhu	m. sg. nom.		
mahaw	iic.		
manas	m. sg. nom.		
giri	iic.		
xurga	n. pl. loc.		
karNin	iic.		
nArAca	m. pl. acc.		
wIkRNa	iic.		
agra	m. pl. acc.		
SilA	iic.		
Siwa	m. pl. acc.	SA	pp.
mahaw	iic.		
iRvAsa	m. pl. nom.		
mahaw	iic.		
ojas	m. pl. nom.		
mahaw	iic.		
iRvAsa	m. sg. nom.		
BIma	iic.		
parAkrama	m. sg. nom.		
sAgara	iic.		
anUpa	iic.		
ga	m. pl. acc.		
pawwana	iic.		
vAsin	m. pl. nom.		
Barawa	iic.		
qRaBa	m. sg. voc.		
mqga	iic.		
xvija	m. pl. nom.		
pqWivI	iic.		
wala	m. sg. loc.		
mahaw	iic.		
bAhu	m. sg. nom.		
nikqwi	iic.		
prajFA	m. pl. nom.		
Xarma	iic.		
jFa	m. pl. i.		
akRa	iic.		
priya	m. sg. nom.		
sawya	iic.		
vAxin	m. sg. nom.		
akROhiNI	iic.		
pawi	m. sg. nom.		
BIma	iic.		
parAkrama	m. sg. nom.		
sarva	iic.		
guNa	m. pl. i.		
prajA	iic.		
kAma	m. sg. nom.		
cinwA	iic.		
para	f. sg. nom.		
vivarNa	iic.		
vaxana	f. sg. nom.		
qRi	iic.		
sawwama	m. du. nom.		
BU	iic.		
wala	m. sg. loc.		
rUpa	iic.		
sampax	f. sg. i.		
manas	iic.		
viSuxXi	f. sg. acc.		
lifga	iic.		
XAraNa	n. sg. loc.		
swabXa	iic.	swamB	pp.
locana	m. pl. acc.		
skanXa	iic.		
xeSa	m. sg. loc.		
parama	iic.		
SoBana	f. sg. acc.		
mahaw	iic.		
qRi	m. pl. i.		
uwwama	iic.		
ganXa	iic.		
ADya	f. sg. acc.		
pura	iic.		
vAsin	m. pl. nom.		
xuHKa	iic.		
Arwa	m. pl. nom.		
vaSa	iic.		
varwin	m. pl. nom.		
xuHKa	iic.		
Arwa	m. sg. nom.		
SvApaxa	iic.		
seviwa	n. sg. loc.	sev	pp.
arAla	iic.		
pakRman	iic.		
nayana	f. sg. acc.		
maXura	iic.		
BARin	f. sg. acc.		
mqga	iic.		
xvija	m. pl. acc.		
BIma	iic.		
rUpa	m. pl. acc.		
piSAca	iic.		
uraga	iic.		
rAkRasa	m. pl. acc.		
axBuwa	iic.		
xarSana	m. pl. acc.		
vasuXA	iic.		
aXipa	m. sg. voc.		
vexa	iic.		
vix	m. sg. nom.		
puNya	iic.		
kqw	m. sg. nom.		
agni	iic.		
ciw	m. sg. nom.		
wApasa	iic.		
araNya	n. sg. acc.		
xivya	iic.		
kAnana	iic.		
xarSana	n. sg. acc.		
mqga	iic.		
pakRin	m. pl. loc.		
sawya	iic.		
vAc	m. sg. nom.		
Xarma	iic.		
vix	m. sg. nom.		
sawya	iic.		
sanXA	m. sg. nom.		
ari	iic.		
marxana	m. sg. nom.		
xEvawa	iic.		
para	m. sg. nom.		
para	iic.		
puraFjaya	m. sg. nom.		
Baya	iic.		
karwq	m. sg. acc.		
Soka	iic.		
nASana	m. sg. acc.		
ASrama	iic.		
maNdala	n. sg. nom.		
mahaw	iic.		
sArWa	m. sg. acc.		
haswin	iic.		
aSva	iic.		
raWa	iic.		
safkula	m. sg. acc.		
pArWiva	iic.		
SArxUla	m. sg. acc.		
amiwra	iic.		
gaNa	iic.		
sUxana	m. sg. acc.		
paxma	iic.		
sOganXika	n. sg. acc.		
mahI	iic.		
wala	m. sg. loc.		
vana	iic.		
gulma	m. pl. acc.		
nixrA	iic.		
anXa	m. pl. nom.		
Baya	iic.		
Arwa	n. sg. nom.		
paraspara	iic.		
hawa	n. sg. nom.	han	pp.
rAjan	iic.		
SArxUla	m. sg. voc.		
xuHKa	iic.		
Soka	iic.		
parAyaNa	f. sg. nom.		
prAsAxa	iic.		
gawa	f. sg. nom.	gam	pp.
rAjan	iic.		
mAwq	f. sg. nom.		
akRa	iic.		
jFa	m. sg. nom.		
niSA	iic.		
kAla	m. sg. loc.		
alpa	iic.		
puNya	m. sg. i.		
alpa	iic.		
puNya	m. sg. i.		
manxa	iic.		
prajFA	m. sg. i.		
kAma	iic.		
Boga	m. pl. i.		
banXu	iic.		
jana	m. sg. i.		
vAma	iic.		
locana	f. sg. nom.		
xvija	iic.		
sawwama	m. sg. nom.		
vixarBa	iic.		
aXipawi	m. sg. g.		
brAhmaNa	iic.		
qRaBa	m. pl. nom.		
jiwa	iic.	ji	pp.
svarga	f. pl. nom.		
ayoXyA	iic.		
aXipawi	m. sg. nom.		
eka	iic.		
pawwra	iic.		
aXika	n. sg. nom.		
Pala	iic.		
sahasra	n. du. nom.		
paFcan	iic.		
Una	n. sg. nom.		
vArRNeya	iic.		
sAraWi	m. sg. nom.		
haya	iic.		
jFAna	n. sg. g.		
prAsAxa	iic.		
sWa	m. pl. nom.		
SAlA	iic.		
sWa	m. pl. nom.		
jiwa	iic.	ji	pp.
inxriya	m. sg. nom.		
yojana	iic.		
Sawa	n. sg. nom.		
Agamana	iic.		
kAraNa	n. sg. nom.		
wax	iic.		
ananwara	f. sg. nom.		
jiwa	iic.	ji	pp.
svarga	f. pl. nom.		
xivya	iic.		
mAnuRa	n. sg. nom.		
bAhuka	iic.		
rUpin	m. sg. acc.		
xeva	iic.		
xunxuBi	m. pl. nom.		
roRa	iic.		
wAmra	iic.		
akRa	m. sg. nom.		
puruRa	iic.		
qRaBa	m. sg. voc.		
mahaw	iic.		
iRvAsa	m. sg. nom.		
anIka	iic.		
jiw	m. sg. nom.		
puruRa	iic.		
vyAGra	m. sg. acc.		
pANdava	iic.		
SreRTa	m. sg. acc.		
manas	iic.		
prIwi	iic.		
kara	n. sg. acc.		
niRka	iic.		
afgaxa	iic.		
kqwa	iic.	kq	pp.
ApIda	m. du. nom.		
paFcan	iic.		
SIrRa	m. du. nom.		
BIma	iic.		
Xanvan	m. sg. acc.		
xIpwa	iic.	xIp	pp.
agni	iic.		
sama	iic.		
wejas	m. sg. acc.		
axBuwa	iic.		
safkASa	m. sg. acc.		
qRi	iic.		
sawwama	m. sg. acc.		
Xarma	iic.		
Bqw	m. pl. g.		
viXi	iic.		
xqRta	n. sg. i.	xqS	pp.
wIrWa	iic.		
Pala	n. sg. acc.		
bahu	iic.		
upakaraNa	m. pl. nom.		
samBAra	iic.		
viswara	m. pl. nom.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
rAjan	iic.		
sawwama	m. sg. voc.		
Barawa	iic.		
qRaBa	m. sg. voc.		
anila	iic.		
sAraWi	m. sg. nom.		
Barawa	iic.		
sawwama	m. sg. voc.		
wri	iic.		
SUla	iic.		
afka	n. pl. nom.		
kuru	iic.		
nanxana	m. sg. voc.		
janman	iic.		
praBqwi	adv.		
Barawa	iic.		
qRaBa	m. sg. voc.		
wapwa	iic.	wap	pp.
kuNdala	iic.		
vigraha	m. sg. nom.		
Xarma	iic.		
jFa	m. sg. voc.		
Barawa	iic.		
qRaBa	m. sg. voc.		
kAma	iic.		
AKyA	n. sg. nom.		
xeva	iic.		
qRi	iic.		
seviwa	n. sg. nom.	sev	pp.
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
Xarma	iic.		
jFa	m. sg. voc.		
rAjan	iic.		
inxra	m. sg. voc.		
xIpwa	iic.	xIp	pp.
wejas	m. sg. i.		
SarIra	iic.		
SuxXi	f. sg. nom.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
nara	iic.		
aXipa	m. sg. voc.		
rAjan	iic.		
inxra	m. sg. voc.		
sarva	iic.		
kAma	m. pl. acc.		
svarga	iic.		
loka	m. sg. acc.		
bahu	iic.		
varRa	iic.		
sahasraka	n. sg. acc.		
agniRtoma	iic.		
awirAwra	m. du. i.		
rAjan	iic.		
inxra	m. sg. voc.		
sarva	iic.		
wIrWa	n. pl. loc.		
wuRti	iic.		
kara	m. sg. nom.		
SAka	iic.		
rasa	m. sg. nom.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
snAwa	iic.	snA	pp.
mAwra	m. sg. g.		
agniRtoma	iic.		
awirAwra	m. du. i.		
rAjan	iic.		
inxra	m. sg. voc.		
Sawa	iic.		
sahasraka	n. sg. acc.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
sarva	iic.		
xeva	m. pl. g.		
puruRa	iic.		
qRaBa	m. sg. voc.		
anwarikRa	iic.		
cara	n. pl. nom.		
sarva	iic.		
prasravaNa	n. pl. nom.		
snAwa	iic.	snA	pp.
mAwra	m. sg. g.		
paxma	iic.		
varNa	n. sg. i.		
brahman	iic.		
loka	m. sg. acc.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
varRa	iic.		
sahasra	n. sg. acc.		
nara	iic.		
aXipa	m. sg. voc.		
gafgA	iic.		
safgama	m. du. loc.		
upavAsa	iic.		
parAyaNa	m. sg. nom.		
svarga	iic.		
loka	iic.		
sWa	m. sg. nom.		
Barawa	iic.		
qRaBa	m. sg. voc.		
wIrWa	iic.		
sevin	m. sg. nom.		
nara	iic.		
aXipa	m. sg. voc.		
rAjan	iic.		
inxra	m. sg. voc.		
kUrma	iic.		
rUpa	m. sg. i.		
rAjan	iic.		
inxra	m. sg. voc.		
wIrWa	iic.		
koti	f. sg. loc.		
rAjan	iic.		
inxra	m. sg. voc.		
puruRa	iic.		
qRaBa	m. sg. voc.		
nara	iic.		
SArxUla	m. sg. voc.		
brahman	iic.		
loka	m. sg. acc.		
rAjan	iic.		
inxra	m. sg. voc.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
rAjan	iic.		
inxra	m. sg. voc.		
kuru	iic.		
nanxana	m. sg. voc.		
vqRaBa	iic.		
ekAxaSan	iic.		
Pala	n. sg. acc.		
kuru	iic.		
nanxana	m. sg. voc.		
nara	iic.		
aXipa	m. sg. voc.		
agniRtoma	iic.		
Sawa	n. sg. acc.		
brahman	iic.		
loka	m. sg. acc.		
piwq	iic.		
xeva	iic.		
arcana	n. sg. loc.		
nara	iic.		
SreRTa	m. sg. voc.		
ganXarva	iic.		
apsaras	f. pl. nom.		
gafgA	iic.		
yamunA	f. du. g.		
sawya	iic.		
vAxin	m. pl. loc.		
xeva	iic.		
kalpa	m. pl. i.		
sukqwa	iic.		
eRin	m. pl. i.		
vakra	iic.		
mawi	m. sg. nom.		
qRi	iic.		
muKya	m. pl. nom.		
Xarma	iic.		
Awman	m. sg. nom.		
kArwavIrya	iic.		
arjuna	m. sg. nom.		
wri	iic.		
yuga	m. du. nom.		
puNdarIka	iic.		
akRa	m. du. nom.		
vAsuxeva	iic.		
XanaFjaya	m. du. nom.		
BIRma	iic.		
xroNa	m. du. nom.		
vexa	iic.		
vix	m. pl. nom.		
aswra	iic.		
kuSala	m. pl. nom.		
para	iic.		
puraFjaya	m. sg. nom.		
bahu	iic.		
anna	n. sg. acc.		
xeva	iic.		
qRi	iic.		
juRta	f. sg. loc.	juR	pp.
BUri	iic.		
xakRiNA	m. pl. i.		
bahu	iic.		
mUla	iic.		
Pala	n. sg. nom.		
nara	iic.		
aXipa	m. sg. voc.		
vexa	iic.		
vix	m. pl. nom.		
aXyAwma	iic.		
vix	m. pl. nom.		
xivya	iic.		
puRpa	iic.		
Pala	m. pl. nom.		
hariwa	iic.		
Caxa	m. pl. nom.		
praPulla	iic.		
nalina	n. sg. nom.		
xeva	iic.		
ganXarva	iic.		
seviwa	n. sg. nom.	sev	pp.
puNya	iic.		
hraxa	m. sg. nom.		
bahu	iic.		
mUla	iic.		
Pala	m. sg. nom.		
piwAmaha	iic.		
saras	n. sg. nom.		
rAjan	iic.		
SArxUla	m. sg. voc.		
Sawa	iic.		
sahasra	n. pl. nom.		
sahasra	iic.		
Sawa	iic.		
xakRiNA	m. pl. nom.		
viSAKa	iic.		
yUpa	m. sg. loc.		
sariw	iic.		
SreRTa	f. pl. nom.		
qRi	iic.		
sawwama	m. sg. acc.		
kirAwa	iic.		
kinnara	iic.		
AvAsa	m. sg. acc.		
brahman	iic.		
qRi	iic.		
gaNa	iic.		
seviwa	n. sg. nom.	sev	pp.
mahaw	iic.		
qRi	iic.		
gaNa	iic.		
seviwa	m. sg. nom.	sev	pp.
xaNda	iic.		
Axi	n. pl. nom.		
kuru	iic.		
nanxana	m. sg. voc.		
kqwa	iic.	kq	pp.
aswra	m. sg. nom.		
xvija	iic.		
uwwama	m. sg. voc.		
vakra	iic.		
mawi	m. sg. nom.		
wIrWa	iic.		
xarSana	n. sg. loc.		
kqwa	iic.	kq	pp.
buxXi	m. sg. acc.		
pqWivI	iic.		
pAla	m. sg. voc.		
mahaw	iic.		
bAhu	m. sg. voc.		
wapas	iic.		
viGna	iic.		
kara	n. pl. i.		
SarIra	iic.		
niyama	m. sg. acc.		
rAjan	iic.		
inxra	m. sg. voc.		
xeva	iic.		
qRi	m. sg. g.		
xeva	iic.		
qRi	iic.		
sawwama	m. sg. voc.		
wapas	iic.		
bala	n. sg. abl.		
gafgA	iic.		
yamunA	f. du. g.		
sawya	iic.		
safgara	m. pl. nom.		
vixyA	iic.		
wapas	iic.		
niwya	m. pl. nom.		
vexa	iic.		
pAraga	m. pl. nom.		
bahu	iic.		
anna	m. sg. nom.		
bahu	iic.		
xakRiNA	m. sg. nom.		
Barawa	iic.		
qRaBa	m. sg. voc.		
anna	iic.		
pAna	n. pl. i.		
kuru	iic.		
nanxana	m. sg. voc.		
kOrava	iic.		
nanxana	m. sg. voc.		
wapas	iic.		
yukwa	m. sg. acc.	yuj	pp.
xiwi	iic.		
nanxana	m. sg. nom.		
sanwAna	iic.		
hewu	m. sg. abl.		
brahman	iic.		
vAxin	m. pl. nom.		
sawya	iic.		
Xarma	iic.		
parAyaNa	m. sg. nom.		
xAsI	iic.		
Sawa	iic.		
vqwa	f. sg. nom.	vq	pp.
kanyA	iic.		
Sawa	n. sg. g.		
mahaw	iic.		
qRi	m. sg. nom.		
SApa	iic.		
agni	m. sg. i.		
asura	iic.		
SreRTa	m. sg. nom.		
xivAkara	iic.		
sama	iic.		
xyuwi	m. sg. acc.		
Barawa	iic.		
SreRTa	m. sg. voc.		
loka	iic.		
wrAsa	iic.		
kara	n. sg. nom.		
uwsAxana	iic.		
arWa	m. sg. acc.		
uxaya	iic.		
aswamaya	m. sg. loc.		
heman	iic.		
niRka	iic.		
ABaraNa	m. pl. nom.		
kuNdala	iic.		
afgaxa	iic.		
XArin	m. pl. nom.		
puwra	iic.		
sahasra	n. pl. nom.		
aprawima	iic.		
wejas	m. pl. nom.		
manxa	iic.		
buxXi	m. pl. i.		
mahaw	iic.		
Gora	m. sg. nom.		
sva	iic.		
kqwa	n. pl. i.	kq	pp.
manuja	iic.		
ISvara	m. sg. voc.		
xEva	iic.		
vaSa	m. sg. abl.		
asura	iic.		
uraga	iic.		
rakRas	n. pl. nom.		
makara	iic.		
Alaya	m. sg. acc.		
Barawa	iic.		
SArxUla	m. sg. nom.		
nara	iic.		
inxra	m. sg. i.		
nara	iic.		
aXipa	m. sg. voc.		
yajFa	iic.		
kAraNa	n. sg. abl.		
mahaw	iic.		
wejas	m. sg. nom.		
muni	iic.		
pufgava	m. sg. nom.		
sawya	iic.		
vAc	m. sg. nom.		
wapas	iic.		
sixXi	iic.		
samAyoga	m. sg. abl.		
Barawa	iic.		
qRaBa	m. sg. voc.		
mahaw	iic.		
iRvAsa	m. sg. nom.		
mahaw	iic.		
raWa	m. sg. nom.		
viciwra	iic.		
afga	m. pl. i.		
Pena	iic.		
puFja	iic.		
Akula	iic.		
jala	f. sg. nom.		
pAvana	iic.		
arWa	m. sg. acc.		
nara	iic.		
SreRTa	m. sg. voc.		
brahman	iic.		
han	m. sg. nom.		
mahaw	iic.		
qRi	m. sg. i.		
yUpa	iic.		
prakAra	m. pl. nom.		
xqRta	iic.	xqS	pp.
pUrva	m. sg. nom.		
muni	iic.		
vara	m. sg. nom.		
rAjan	iic.		
Baya	iic.		
BIwa	f. pl. nom.	BI	pp.
SApa	iic.		
BIwa	f. pl. nom.	BI	pp.
axBuwa	iic.		
xarSana	n. sg. i.		
samuxra	iic.		
wIra	m. sg. i.		
vasuXA	iic.		
aXipa	m. sg. nom.		
mAnava	iic.		
inxra	m. sg. voc.		
Barawa	iic.		
qRaBa	m. sg. voc.		
kalyANa	iic.		
rUpa	f. pl. i.		
wri	iic.		
Sawa	n. sg. nom.		
prawyakRa	iic.		
xarSin	m. sg. nom.		
pUrva	iic.		
vqwwa	n. sg. g.	vqw	pp.
apsaras	iic.		
sama	f. sg. nom.		
xvija	iic.		
uwwama	m. sg. voc.		
BArgava	iic.		
nanxana	m. sg. acc.		
rAma	iic.		
paFcama	m. pl. nom.		
mahaw	iic.		
xruma	m. pl. acc.		
kqwa	iic.	kq	pp.
manyu	m. pl. nom.		
para	iic.		
puraFjaya	m. sg. nom.		
loka	iic.		
vAsin	m. pl. i.		
vasuXA	iic.		
aXipa	m. sg. nom.		
maruw	iic.		
gaNa	m. pl. g.		
aswra	iic.		
arWa	m. sg. acc.		
amara	iic.		
rAjan	iic.		
puwra	m. sg. acc.		
alpa	iic.		
suKa	m. pl. nom.		
suKa	iic.		
arha	m. pl. nom.		
puruRa	iic.		
pravIra	m. sg. nom.		
nara	iic.		
SreRTa	m. sg. voc.		
mahaw	iic.		
qRi	m. sg. g.		
mahaw	iic.		
xyuwi	m. sg. nom.		
wapas	iic.		
vqxXa	m. sg. acc.	vqX	pp.
vayas	iic.		
vqxXa	m. sg. acc.	vqX	pp.
xivya	iic.		
rUpa	iic.		
Xara	m. pl. nom.		
mqRta	iic.	mqj	pp.
kuNdala	m. pl. nom.		
xeva	iic.		
puwra	m. pl. g.		
xaSan	iic.		
yojana	m. pl. nom.		
prAkAra	iic.		
saxqSa	iic.		
AkAra	m. pl. nom.		
SUla	iic.		
agra	iic.		
sama	iic.		
xarSana	m. pl. nom.		
niwya	iic.		
Saya	m. pl. nom.		
mahaw	iic.		
qRi	m. pl. i.		
akRaya	iic.		
srowas	f. sg. nom.		
wapas	iic.		
rawa	m. sg. nom.	ram	pp.
manuja	iic.		
aXipa	m. sg. voc.		
qju	iic.		
buxXi	m. pl. g.		
giri	iic.		
vara	m. sg. nom.		
yajFa	iic.		
ciwa	f. sg. nom.	ci	pp.
pApa	iic.		
Baya	iic.		
apaha	f. sg. nom.		
mAnXAwq	iic.		
Sabxa	m. sg. nom.		
Sakra	iic.		
sama	iic.		
xyuwi	m. sg. g.		
pqWivI	iic.		
pAla	m. sg. voc.		
BUri	iic.		
xakRiNA	m. pl. i.		
xEva	iic.		
kqwa	n. sg. nom.	kq	pp.
xeva	iic.		
yajana	n. sg. nom.		
Axiwya	iic.		
varcas	m. sg. g.		
rAjIva	iic.		
locana	m. sg. nom.		
nAhuRa	iic.		
yajFa	m. pl. g.		
parama	iic.		
qRi	m. pl. nom.		
puruRa	iic.		
vyAGra	m. sg. voc.		
pANdava	iic.		
SreRTa	m. sg. nom.		
svarga	iic.		
jiw	m. pl. nom.		
puwra	iic.		
Soka	m. sg. i.		
kASmIra	iic.		
maNdala	n. sg. nom.		
sarva	iic.		
puNya	n. sg. nom.		
xeva	iic.		
samiwi	f. sg. acc.		
SaraNa	iic.		
eRin	m. sg. g.		
brahman	iic.		
vix	m. pl. g.		
mAwula	iic.		
BAgineya	m. du. nom.		
bahu	iic.		
AScarya	m. sg. nom.		
vana	iic.		
anwara	n. sg. loc.		
vexa	iic.		
jFAna	n. sg. dat.		
mahaw	iic.		
wapas	m. sg. nom.		
mahaw	iic.		
muni	m. sg. acc.		
sura	iic.		
sawwama	m. pl. voc.		
rEBya	iic.		
ASrama	iic.		
paxa	n. sg. acc.		
hqwa	iic.	hq	pp.
cewana	m. sg. nom.		
kAla	iic.		
anwaka	iic.		
yama	iic.		
upama	m. sg. acc.		
parama	iic.		
xurmawi	m. sg. nom.		
kubera	iic.		
saciva	m. pl. nom.		
kubera	iic.		
saxana	n. sg. acc.		
ari	iic.		
safGa	m. pl. loc.		
BIma	iic.		
arjuna	iic.		
paxa	iic.		
eRin	m. pl. nom.		
bahula	iic.		
CAyA	m. pl. acc.		
giri	iic.		
mUrXan	m. sg. loc.		
niwya	iic.		
puRpa	iic.		
Pala	m. pl. acc.		
xeva	iic.		
qRi	iic.		
gaNa	iic.		
seviwa	m. pl. acc.	sev	pp.
uccAvaca	iic.		
AkAra	m. pl. acc.		
viRama	iic.		
safkata	m. pl. acc.		
hawa	iic.	han	pp.
cakRus	m. pl. nom.		
mahaw	iic.		
wapas	m. sg. nom.		
kamala	iic.		
praBA	n. sg. nom.		
rakRas	iic.		
Gna	m. pl. acc.		
SAnwi	iic.		
arWa	m. sg. acc.		
parama	iic.		
qRi	m. pl. i.		
kuru	iic.		
SreRTa	m. sg. nom.		
hima	iic.		
xurgama	m. pl. nom.		
sawya	iic.		
vikrama	m. sg. nom.		
rAkRasa	iic.		
inxra	m. sg. g.		
BIma	iic.		
parAkrama	m. pl. nom.		
ASu	iic.		
gawi	m. pl. i.		
mahaw	iic.		
bala	m. pl. i.		
viviXa	iic.		
AScarya	m. sg. acc.		
parvawa	iic.		
uwwama	m. sg. acc.		
nara	iic.		
nArAyaNa	iic.		
ASrama	m. sg. acc.		
maXu	iic.		
srava	m. pl. i.		
mahaw	iic.		
qRi	iic.		
gaNa	iic.		
seviwa	f. sg. acc.	sev	pp.
Pala	iic.		
mUla	iic.		
aSana	m. pl. i.		
cIra	iic.		
kqRNa	iic.		
ajina	iic.		
ambara	m. pl. i.		
pAvaka	iic.		
upama	m. pl. nom.		
maXu	iic.		
srava	iic.		
Pala	f. sg. acc.		
mahaw	iic.		
qRi	iic.		
gaNa	iic.		
seviwa	f. sg. acc.	sev	pp.
nara	iic.		
vyAGra	m. pl. nom.		
puNya	iic.		
ganXa	m. sg. nom.		
suKa	iic.		
sparSa	m. sg. nom.		
priya	iic.		
kAma	m. sg. nom.		
BIma	iic.		
parAkrama	m. sg. nom.		
xruma	iic.		
lawA	iic.		
gulma	iic.		
Canna	m. sg. acc.	Cax	pp.
nIla	iic.		
SilA	iic.		
wala	m. sg. acc.		
varNa	iic.		
Xara	m. pl. i.		
XAwu	iic.		
xruma	iic.		
mqga	iic.		
aNdaja	m. pl. i.		
mahaw	iic.		
wejas	m. sg. nom.		
sarva	iic.		
qwu	iic.		
kusuma	iic.		
uxBava	m. sg. acc.		
mukwA	iic.		
hAra	m. pl. i.		
prasravaNa	iic.		
uxaka	n. pl. i.		
aBirAma	iic.		
naxI	iic.		
kuFja	iic.		
